Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
835	1.02	45.38	45.213	45.236	45.168	45.16	45.322	45.169	39.9	3.78
836	0.98	45.38	45.213	45.238	45.171	45.162	45.321	45.169	39.9	3.78
837	0.984	45.385	45.212	45.235	45.167	45.164	45.322	45.169	39.9	3.78
838	0.984	45.379	45.213	45.237	45.169	45.163	45.319	45.171	39.9	3.78
839	0.994	45.381	45.211	45.233	45.166	45.164	45.319	45.171	39.9	3.78
840	1.002	45.381	45.212	45.236	45.167	45.162	45.318	45.169	39.9	3.78
841	1.005	45.381	45.213	45.236	45.166	45.162	45.314	45.172	39.9	3.78
842	1.012	45.38	45.214	45.232	45.166	45.162	45.313	45.169	39.9	3.78
843	1.002	45.38	45.213	45.236	45.164	45.16	45.31	45.168	39.9	3.78
844	1.002	45.381	45.213	45.232	45.165	45.162	45.307	45.173	39.9	3.78
845	1.005	45.382	45.211	45.236	45.165	45.162	45.305	45.17	39.9	3.78
846	1.009	45.383	45.212	45.236	45.164	45.162	45.305	45.169	39.9	3.78
847	1.009	45.384	45.213	45.236	45.166	45.164	45.305	45.171	39.9	3.78
848	0.998	45.384	45.211	45.236	45.168	45.164	45.308	45.166	39.9	3.78
849	1.009	45.379	45.213	45.235	45.167	45.163	45.309	45.17	39.9	3.78
850	1.009	45.38	45.208	45.238	45.167	45.164	45.309	45.172	39.9	3.78
851	1.016	45.38	45.21	45.235	45.169	45.158	45.312	45.171	39.9	3.78
852	1.002	45.38	45.211	45.236	45.168	45.161	45.313	45.168	39.9	3.79
853	1.002	45.381	45.214	45.234	45.167	45.163	45.314	45.17	39.9	3.79
854	1.002	45.38	45.21	45.234	45.168	45.162	45.314	45.169	39.9	3.79
855	0.998	45.383	45.211	45.237	45.168	45.161	45.314	45.17	39.9	3.79
856	0.991	45.378	45.208	45.235	45.165	45.16	45.313	45.171	39.9	3.79
857	1.005	45.382	45.212	45.236	45.165	45.161	45.315	45.17	39.9	3.79
858	1.005	45.382	45.209	45.234	45.162	45.161	45.316	45.17	39.9	3.79
859	1.005	45.381	45.209	45.235	45.163	45.162	45.316	45.172	39.9	3.79
860	1.02	45.383	45.209	45.238	45.166	45.16	45.312	45.168	39.9	3.79
861	1.012	45.383	45.211	45.236	45.164	45.161	45.307	45.168	39.9	3.79
862	0.991	45.383	45.208	45.237	45.165	45.162	45.307	45.17	39.9	3.79
863	1.005	45.383	45.209	45.236	45.167	45.16	45.304	45.17	39.9	3.79
864	1.005	45.381	45.21	45.238	45.166	45.161	45.302	45.171	39.9	3.79
865	1.012	45.382	45.208	45.239	45.168	45.163	45.302	45.167	39.9	3.79
866	0.984	45.383	45.208	45.237	45.168	45.165	45.306	45.171	39.9	3.79
867	1.016	45.385	45.209	45.237	45.167	45.163	45.305	45.167	39.9	3.79
868	0.991	45.384	45.209	45.235	45.166	45.163	45.306	45.168	39.9	3.79
869	0.987	45.384	45.209	45.236	45.166	45.164	45.308	45.17	39.9	3.79
870	0.994	45.383	45.21	45.236	45.167	45.161	45.312	45.169	39.9	3.79
871	1.002	45.382	45.211	45.236	45.167	45.163	45.315	45.171	39.9	3.79
872	0.998	45.383	45.209	45.234	45.17	45.164	45.315	45.171	39.9	3.79
873	1.002	45.382	45.208	45.237	45.169	45.164	45.314	45.17	39.9	3.8
874	1.012	45.382	45.209	45.237	45.166	45.164	45.316	45.17	39.9	3.8
875	1.009	45.384	45.208	45.234	45.168	45.16	45.318	45.171	39.9	3.8
876	1.005	45.383	45.208	45.236	45.166	45.161	45.318	45.17	39.9	3.8
877	1.012	45.381	45.21	45.236	45.164	45.16	45.319	45.167	39.9	3.8
878	1.005	45.38	45.208	45.236	45.167	45.163	45.318	45.171	39.9	3.8
879	1.005	45.381	45.208	45.236	45.167	45.163	45.32	45.17	39.9	3.8
880	1.002	45.381	45.208	45.236	45.166	45.163	45.316	45.171	39.9	3.8
881	1.005	45.384	45.208	45.234	45.169	45.166	45.319	45.17	39.9	3.8
882	1.016	45.381	45.206	45.238	45.166	45.163	45.32	45.168	39.9	3.8
883	1.02	45.382	45.207	45.235	45.166	45.163	45.318	45.171	39.9	3.8
884	1.002	45.382	45.208	45.235	45.166	45.165	45.323	45.171	39.9	3.8
885	0.984	45.383	45.207	45.235	45.166	45.162	45.319	45.17	39.9	3.8
886	1.012	45.383	45.205	45.236	45.165	45.161	45.319	45.171	39.9	3.8
887	1.002	45.382	45.204	45.236	45.165	45.161	45.319	45.171	39.9	3.8
888	1.002	45.384	45.204	45.237	45.165	45.158	45.317	45.171	39.9	3.8
889	0.994	45.385	45.204	45.235	45.166	45.163	45.315	45.169	39.9	3.8
890	1.009	45.383	45.201	45.237	45.166	45.161	45.312	45.17	39.9	3.8
891	1.005	45.381	45.203	45.237	45.167	45.165	45.313	45.17	39.9	3.8
892	1.005	45.384	45.203	45.235	45.165	45.162	45.314	45.17	39.9	3.8
893	1.009	45.385	45.201	45.235	45.164	45.164	45.311	45.173	39.9	3.8
894	0.991	45.384	45.202	45.233	45.163	45.167	45.311	45.172	39.9	3.81
895	0.994	45.383	45.199	45.235	45.163	45.163	45.314	45.172	39.9	3.81
896	0.998	45.382	45.201	45.232	45.161	45.163	45.308	45.171	39.9	3.81
897	1.005	45.383	45.2	45.235	45.16	45.163	45.312	45.172	39.9	3.81
898	0.998	45.384	45.199	45.234	45.163	45.162	45.309	45.17	39.9	3.81
899	0.987	45.383	45.199	45.234	45.163	45.16	45.309	45.172	39.9	3.81
900	1.02	45.386	45.2	45.234	45.165	45.162	45.309	45.172	39.9	3.81
901	0.987	45.384	45.2	45.235	45.168	45.163	45.313	45.173	39.9	3.81
902	0.987	45.383	45.197	45.233	45.166	45.16	45.311	45.169	39.9	3.81
903	0.98	45.384	45.199	45.236	45.165	45.16	45.314	45.173	39.9	3.81
904	0.98	45.384	45.198	45.233	45.166	45.16	45.312	45.174	39.9	3.81
905	0.98	45.387	45.198	45.234	45.166	45.157	45.308	45.174	39.9	3.81
906	0.987	45.386	45.198	45.234	45.165	45.161	45.309	45.171	39.9	3.81
907	0.984	45.385	45.197	45.233	45.164	45.161	45.306	45.172	39.9	3.81
908	0.991	45.385	45.198	45.232	45.164	45.159	45.307	45.172	39.9	3.81
909	1.009	45.385	45.197	45.235	45.165	45.161	45.306	45.173	39.9	3.81
910	1.009	45.383	45.196	45.236	45.166	45.16	45.307	45.173	39.9	3.81
911	1.012	45.385	45.198	45.234	45.163	45.161	45.307	45.172	39.9	3.81
912	0.984	45.385	45.199	45.231	45.163	45.158	45.31	45.171	39.9	3.81
913	0.984	45.388	45.198	45.233	45.163	45.16	45.309	45.173	39.9	3.81
914	0.976	45.386	45.199	45.231	45.163	45.162	45.312	45.171	39.9	3.81
915	0.991	45.387	45.2	45.231	45.167	45.161	45.313	45.174	39.9	3.81
916	0.98	45.39	45.2	45.233	45.163	45.162	45.316	45.172	39.9	3.81
917	0.991	45.388	45.202	45.233	45.163	45.16	45.313	45.17	39.9	3.81
918	1.002	45.387	45.2	45.231	45.162	45.16	45.315	45.172	39.9	3.81
919	0.98	45.385	45.202	45.233	45.164	45.162	45.315	45.173	39.9	3.81
920	0.994	45.388	45.199	45.232	45.163	45.161	45.317	45.172	39.9	3.81
921	0.998	45.386	45.204	45.23	45.16	45.158	45.316	45.173	39.9	3.81
922	1.009	45.387	45.199	45.232	45.163	45.159	45.319	45.173	39.9	3.81
923	0.976	45.387	45.201	45.231	45.159	45.159	45.322	45.173	39.9	3.82
924	1.005	45.386	45.201	45.229	45.163	45.157	45.323	45.17	39.9	3.82
925	0.991	45.387	45.198	45.231	45.16	45.156	45.322	45.172	39.9	3.82
926	0.987	45.385	45.2	45.232	45.162	45.158	45.325	45.176	39.9	3.82
927	0.994	45.385	45.204	45.23	45.161	45.156	45.324	45.173	39.9	3.82
928	0.984	45.386	45.202	45.231	45.161	45.158	45.323	45.175	39.9	3.82
929	0.966	45.385	45.2	45.231	45.164	45.157	45.321	45.175	39.9	3.82
930	0.962	45.384	45.201	45.231	45.159	45.156	45.317	45.174	39.9	3.82
931	0.976	45.383	45.203	45.233	45.16	45.157	45.318	45.175	39.9	3.82
932	0.969	45.384	45.204	45.231	45.161	45.156	45.314	45.176	39.9	3.82
933	0.958	45.387	45.203	45.231	45.159	45.159	45.315	45.173	39.9	3.82
934	0.969	45.385	45.203	45.23	45.159	45.156	45.312	45.176	39.9	3.82
935	0.955	45.384	45.204	45.23	45.159	45.155	45.311	45.175	39.9	3.82
936	0.962	45.385	45.205	45.232	45.161	45.155	45.316	45.175	39.9	3.82
937	0.987	45.382	45.206	45.23	45.162	45.16	45.31	45.175	39.9	3.82
938	0.987	45.384	45.206	45.23	45.161	45.159	45.31	45.174	39.9	3.82
939	0.98	45.385	45.206	45.232	45.155	45.157	45.308	45.173	39.9	3.82
940	0.987	45.383	45.205	45.233	45.157	45.155	45.309	45.174	39.9	3.82
941	0.984	45.387	45.206	45.23	45.153	45.157	45.31	45.174	39.9	3.82
942	0.987	45.387	45.208	45.232	45.153	45.158	45.31	45.175	39.9	3.82
943	0.951	45.383	45.209	45.233	45.16	45.156	45.312	45.175	39.9	3.82
944	0.984	45.386	45.209	45.232	45.161	45.158	45.309	45.172	39.9	3.83
945	0.994	45.386	45.208	45.227	45.161	45.159	45.31	45.175	39.9	3.83
946	0.98	45.385	45.21	45.229	45.162	45.156	45.306	45.173	39.9	3.83
947	0.991	45.384	45.209	45.229	45.163	45.155	45.309	45.175	39.9	3.83
948	0.98	45.384	45.209	45.229	45.158	45.156	45.308	45.175	39.9	3.83
949	0.991	45.386	45.209	45.228	45.16	45.159	45.311	45.177	39.9	3.83
950	0.984	45.385	45.21	45.228	45.161	45.158	45.312	45.177	39.9	3.83
951	0.991	45.388	45.21	45.23	45.159	45.154	45.309	45.175	39.9	3.83
952	0.987	45.387	45.206	45.229	45.16	45.155	45.311	45.177	39.9	3.83
953	0.998	45.388	45.205	45.229	45.16	45.154	45.315	45.176	39.9	3.83
954	0.994	45.39	45.207	45.228	45.159	45.155	45.313	45.177	39.9	3.83
955	0.987	45.387	45.207	45.229	45.158	45.155	45.315	45.177	39.9	3.83
956	1.002	45.389	45.208	45.227	45.157	45.154	45.318	45.176	39.9	3.83
957	0.987	45.391	45.207	45.229	45.156	45.156	45.318	45.177	39.9	3.83
958	0.998	45.388	45.21	45.227	45.156	45.154	45.317	45.175	39.9	3.83
959	0.994	45.39	45.209	45.229	45.158	45.153	45.32	45.177	39.9	3.83
960	1.005	45.39	45.207	45.228	45.157	45.154	45.319	45.179	39.9	3.83
961	0.998	45.387	45.209	45.225	45.154	45.152	45.318	45.176	39.9	3.83
962	0.998	45.39	45.206	45.226	45.158	45.155	45.319	45.176	39.9	3.83
963	1.005	45.39	45.209	45.23	45.156	45.153	45.324	45.176	39.9	3.83
964	0.987	45.39	45.208	45.226	45.154	45.155	45.326	45.177	39.9	3.84
965	1.012	45.391	45.209	45.227	45.156	45.153	45.33	45.176	39.9	3.84
966	0.994	45.388	45.209	45.227	45.156	45.154	45.328	45.173	39.9	3.84
967	0.994	45.389	45.21	45.227	45.159	45.156	45.329	45.171	39.9	3.84
968	1.002	45.391	45.207	45.227	45.159	45.153	45.33	45.173	39.9	3.84
969	0.987	45.39	45.21	45.226	45.157	45.153	45.33	45.173	39.9	3.84
970	1.009	45.391	45.213	45.228	45.157	45.152	45.332	45.175	39.9	3.84
971	1.012	45.391	45.209	45.226	45.158	45.155	45.332	45.174	39.9	3.84
972	1.005	45.389	45.209	45.225	45.157	45.153	45.332	45.173	39.9	3.84
973	1.02	45.392	45.209	45.227	45.156	45.155	45.329	45.172	39.9	3.84
974	1.005	45.391	45.208	45.224	45.157	45.157	45.327	45.176	39.9	3.84
975	0.991	45.393	45.209	45.225	45.157	45.157	45.323	45.17	39.9	3.84
976	0.994	45.392	45.209	45.225	45.158	45.155	45.316	45.171	39.9	3.84
977	1.041	45.393	45.21	45.226	45.157	45.153	45.313	45.172	39.9	3.84
978	0.998	45.395	45.214	45.226	45.155	45.151	45.313	45.169	39.9	3.84
979	0.991	45.391	45.209	45.224	45.158	45.153	45.313	45.172	39.9	3.84
980	0.991	45.392	45.212	45.228	45.155	45.155	45.312	45.17	39.9	3.84
981	0.98	45.392	45.21	45.226	45.154	45.154	45.314	45.169	39.9	3.84
982	1.002	45.394	45.21	45.226	45.156	45.153	45.311	45.171	39.9	3.84
983	0.991	45.395	45.21	45.224	45.155	45.15	45.31	45.169	39.9	3.84
984	1.009	45.392	45.208	45.227	45.158	45.15	45.313	45.17	39.9	3.84
985	1.005	45.393	45.208	45.225	45.156	45.154	45.314	45.169	39.9	3.85
986	1.02	45.39	45.212	45.223	45.157	45.154	45.308	45.172	39.9	3.85
987	1.005	45.392	45.21	45.225	45.157	45.153	45.308	45.17	39.9	3.85
988	1.03	45.392	45.211	45.225	45.154	45.153	45.308	45.169	39.9	3.85
989	1.002	45.39	45.21	45.223	45.153	45.151	45.309	45.169	39.9	3.85
990	1.002	45.392	45.211	45.224	45.155	45.151	45.31	45.168	39.9	3.85
991	0.998	45.391	45.211	45.226	45.155	45.155	45.311	45.168	39.9	3.85
992	1.009	45.391	45.212	45.225	45.156	45.151	45.31	45.171	39.9	3.85
993	1.002	45.393	45.211	45.224	45.151	45.15	45.31	45.172	39.9	3.85
994	1.009	45.394	45.211	45.224	45.155	45.149	45.312	45.168	39.9	3.85
995	1.009	45.395	45.214	45.223	45.156	45.15	45.311	45.172	39.9	3.85
996	1.009	45.397	45.213	45.225	45.158	45.149	45.31	45.169	39.9	3.85
997	1.009	45.396	45.212	45.225	45.154	45.151	45.306	45.169	39.9	3.85
998	1.002	45.394	45.212	45.224	45.156	45.15	45.304	45.168	39.9	3.85
999	0.994	45.393	45.215	45.223	45.153	45.152	45.299	45.168	39.9	3.85
1000	1.009	45.396	45.213	45.223	45.15	45.151	45.302	45.167	39.9	3.85
1001	1.023	45.393	45.211	45.223	45.155	45.153	45.309	45.167	39.9	3.85
1002	1.012	45.392	45.212	45.223	45.153	45.151	45.312	45.171	39.9	3.85
1003	1.012	45.391	45.214	45.223	45.155	45.151	45.313	45.168	39.9	3.85
1004	1.005	45.391	45.21	45.226	45.152	45.149	45.315	45.168	39.9	3.85
1005	1.012	45.392	45.216	45.224	45.152	45.147	45.324	45.165	39.9	3.85
1006	1.023	45.391	45.213	45.223	45.154	45.149	45.327	45.167	39.9	3.85
1007	1.009	45.392	45.212	45.223	45.155	45.151	45.333	45.17	39.9	3.85
1008	1.002	45.392	45.213	45.222	45.153	45.151	45.338	45.166	39.9	3.85
1009	0.994	45.391	45.211	45.225	45.152	45.153	45.339	45.169	39.9	3.85
1010	1.009	45.393	45.213	45.222	45.153	45.15	45.34	45.167	39.9	3.85
1011	1.002	45.391	45.214	45.225	45.153	45.151	45.345	45.166	39.9	3.85
1012	0.998	45.39	45.213	45.223	45.155	45.151	45.345	45.169	39.9	3.85
1013	1.005	45.39	45.212	45.223	45.156	45.15	45.346	45.165	39.9	3.85
1014	1.002	45.392	45.212	45.226	45.153	45.151	45.35	45.166	39.9	3.86
1015	1.005	45.392	45.213	45.224	45.152	45.148	45.349	45.169	39.9	3.86
1016	0.987	45.392	45.212	45.223	45.15	45.15	45.349	45.167	39.9	3.86
1017	1.005	45.391	45.21	45.224	45.152	45.151	45.346	45.166	39.9	3.86
1018	1.016	45.392	45.21	45.223	45.151	45.149	45.344	45.165	39.9	3.86
1019	1.009	45.393	45.209	45.223	45.15	45.151	45.346	45.167	39.9	3.86
1020	1.02	45.39	45.21	45.223	45.15	45.15	45.345	45.166	39.9	3.86
1021	1.03	45.392	45.209	45.222	45.153	45.151	45.348	45.167	39.9	3.86
1022	1.012	45.391	45.211	45.22	45.153	45.151	45.343	45.167	39.9	3.86
1023	1.005	45.391	45.209	45.22	45.156	45.152	45.347	45.167	39.9	3.86
1024	0.994	45.389	45.209	45.222	45.154	45.152	45.341	45.164	39.9	3.86
1025	0.994	45.391	45.207	45.22	45.153	45.153	45.34	45.166	39.9	3.86
1026	0.998	45.393	45.21	45.222	45.154	45.153	45.335	45.167	39.9	3.86
1027	1.009	45.391	45.205	45.22	45.152	45.151	45.334	45.165	39.9	3.86
1028	1.012	45.394	45.208	45.221	45.153	45.152	45.33	45.165	39.9	3.86
1029	0.991	45.391	45.209	45.224	45.151	45.151	45.326	45.164	39.9	3.86
1030	1.002	45.392	45.207	45.223	45.15	45.149	45.328	45.167	39.9	3.86
1031	0.998	45.392	45.208	45.222	45.152	45.151	45.332	45.168	39.9	3.86
1032	0.994	45.395	45.206	45.222	45.151	45.151	45.328	45.165	39.9	3.86
1033	1.023	45.393	45.209	45.223	45.15	45.15	45.331	45.166	39.9	3.86
1034	1.009	45.396	45.206	45.222	45.151	45.148	45.331	45.165	39.9	3.86
1035	1.002	45.393	45.209	45.221	45.151	45.147	45.331	45.167	39.9	3.87
1036	1.02	45.393	45.205	45.223	45.152	45.151	45.332	45.165	39.9	3.87
1037	1.002	45.395	45.206	45.223	45.15	45.15	45.331	45.166	39.9	3.87
1038	1.012	45.395	45.207	45.222	45.153	45.149	45.331	45.168	39.9	3.87
1039	1.009	45.394	45.208	45.222	45.152	45.151	45.332	45.169	39.9	3.87
1040	0.994	45.397	45.205	45.221	45.157	45.15	45.334	45.168	39.9	3.87
1041	0.994	45.395	45.207	45.222	45.152	45.149	45.332	45.167	39.9	3.87
1042	1.002	45.397	45.207	45.223	45.149	45.149	45.326	45.163	39.9	3.87
1043	0.998	45.396	45.207	45.223	45.152	45.147	45.332	45.166	39.9	3.87
1044	1.012	45.391	45.208	45.22	45.155	45.153	45.331	45.167	39.9	3.87
1045	0.987	45.393	45.207	45.221	45.155	45.153	45.332	45.164	39.9	3.87
1046	0.994	45.394	45.205	45.222	45.153	45.153	45.331	45.165	39.9	3.87
1047	1.005	45.393	45.207	45.219	45.156	45.154	45.335	45.167	39.9	3.87
1048	0.998	45.394	45.207	45.223	45.156	45.151	45.337	45.167	39.9	3.87
1049	1.012	45.394	45.207	45.222	45.153	45.15	45.341	45.168	39.9	3.87
1050	1.005	45.392	45.206	45.222	45.154	45.151	45.342	45.165	39.9	3.87
1051	1.005	45.394	45.206	45.222	45.154	45.152	45.341	45.166	39.9	3.87
1052	1.009	45.391	45.204	45.221	45.156	45.151	45.338	45.165	39.9	3.87
1053	1.027	45.393	45.206	45.223	45.153	45.149	45.336	45.166	39.9	3.88
1054	1.012	45.393	45.205	45.22	45.156	45.149	45.332	45.164	39.9	3.88
1055	1.005	45.393	45.206	45.22	45.154	45.151	45.333	45.162	39.9	3.88
1056	1.012	45.395	45.205	45.223	45.153	45.151	45.333	45.166	39.9	3.88
1057	0.998	45.397	45.206	45.221	45.157	45.151	45.333	45.164	39.9	3.88
1058	0.984	45.396	45.204	45.223	45.155	45.152	45.336	45.165	39.9	3.88
1059	1.005	45.395	45.203	45.222	45.156	45.153	45.336	45.167	39.9	3.88
1060	1.005	45.396	45.201	45.223	45.154	45.149	45.332	45.164	39.9	3.88
1061	0.987	45.398	45.201	45.224	45.153	45.15	45.334	45.164	39.9	3.88
1062	0.998	45.397	45.202	45.223	45.153	45.15	45.335	45.166	39.9	3.88
1063	0.991	45.397	45.202	45.224	45.153	45.154	45.337	45.168	39.9	3.88
1064	0.984	45.396	45.203	45.223	45.15	45.153	45.341	45.166	39.9	3.88
1065	1.005	45.396	45.202	45.223	45.151	45.152	45.349	45.163	39.9	3.88
1066	1.002	45.394	45.204	45.221	45.152	45.152	45.352	45.164	39.9	3.88
1067	1.016	45.395	45.2	45.224	45.157	45.154	45.352	45.165	39.9	3.88
1068	1.009	45.392	45.201	45.225	45.155	45.154	45.356	45.166	39.9	3.88
1069	1.012	45.396	45.2	45.225	45.157	45.151	45.356	45.163	39.9	3.88
1070	0.994	45.394	45.202	45.223	45.154	45.148	45.358	45.163	39.9	3.88
1071	0.998	45.392	45.199	45.223	45.153	45.148	45.357	45.163	39.9	3.88
1072	1.009	45.39	45.199	45.224	45.154	45.148	45.359	45.163	39.9	3.88
1073	0.998	45.394	45.198	45.223	45.154	45.152	45.359	45.164	39.9	3.88
1074	1.016	45.393	45.201	45.224	45.157	45.153	45.357	45.165	39.9	3.88
1075	1.016	45.395	45.202	45.222	45.152	45.154	45.355	45.162	39.9	3.88
1076	1.002	45.394	45.2	45.222	45.151	45.153	45.352	45.164	39.9	3.88
1077	1.016	45.395	45.2	45.223	45.153	45.154	45.349	45.164	39.9	3.88
1078	0.998	45.393	45.2	45.225	45.153	45.154	45.346	45.162	39.9	3.88
1079	1.005	45.393	45.2	45.223	45.154	45.155	45.347	45.165	39.9	3.88
1080	0.994	45.393	45.199	45.222	45.153	45.154	45.348	45.16	39.9	3.88
1081	1.002	45.396	45.197	45.222	45.154	45.155	45.349	45.162	39.9	3.89
1082	1.012	45.394	45.199	45.223	45.153	45.156	45.351	45.166	39.9	3.89
1083	1.005	45.396	45.199	45.223	45.155	45.155	45.352	45.159	39.9	3.89
1084	1.012	45.396	45.201	45.22	45.157	45.155	45.351	45.164	39.9	3.89
1085	0.998	45.396	45.198	45.224	45.156	45.149	45.353	45.163	39.9	3.89
1086	0.987	45.395	45.199	45.225	45.161	45.15	45.354	45.163	39.9	3.89
1087	0.994	45.398	45.198	45.222	45.157	45.153	45.355	45.16	39.9	3.89
1088	0.998	45.398	45.2	45.225	45.156	45.151	45.355	45.161	39.9	3.89
1089	1.012	45.399	45.202	45.226	45.157	45.152	45.357	45.161	39.9	3.89
1090	1.012	45.399	45.204	45.225	45.157	45.153	45.361	45.162	39.9	3.89
1091	1.012	45.398	45.204	45.222	45.155	45.154	45.359	45.162	39.9	3.89
1092	1.009	45.397	45.202	45.224	45.159	45.154	45.361	45.163	39.9	3.89
1093	1.009	45.397	45.2	45.224	45.151	45.152	45.357	45.162	39.9	3.89
1094	1.002	45.398	45.201	45.225	45.156	45.155	45.36	45.161	39.9	3.89
1095	1.002	45.399	45.205	45.224	45.158	45.15	45.359	45.158	39.9	3.89
1096	0.998	45.397	45.202	45.224	45.156	45.154	45.357	45.16	39.9	3.89
1097	1.012	45.397	45.203	45.225	45.157	45.149	45.355	45.16	39.9	3.89
1098	1.009	45.397	45.2	45.224	45.154	45.153	45.354	45.16	39.9	3.89
1099	0.991	45.399	45.201	45.222	45.158	45.156	45.35	45.159	39.9	3.89
1100	1.012	45.397	45.201	45.222	45.157	45.152	45.348	45.158	39.9	3.89
1101	1.009	45.399	45.2	45.225	45.161	45.155	45.349	45.159	39.9	3.89
1102	0.991	45.396	45.2	45.222	45.158	45.155	45.347	45.159	39.9	3.9
1103	0.994	45.399	45.2	45.222	45.161	45.153	45.345	45.161	39.9	3.9
1104	1.002	45.397	45.199	45.224	45.155	45.153	45.346	45.16	39.9	3.9
1105	1.005	45.397	45.201	45.222	45.154	45.152	45.344	45.156	39.9	3.9
1106	1.005	45.397	45.2	45.223	45.156	45.153	45.347	45.158	39.9	3.9
1107	1.012	45.394	45.199	45.222	45.157	45.152	45.341	45.158	39.9	3.9
1108	1.002	45.395	45.198	45.221	45.158	45.155	45.338	45.159	39.9	3.9
1109	1.009	45.393	45.199	45.22	45.159	45.152	45.338	45.16	39.9	3.9
1110	0.998	45.394	45.201	45.222	45.157	45.155	45.336	45.16	39.9	3.9
1111	1.012	45.394	45.2	45.223	45.154	45.155	45.333	45.158	39.9	3.9
1112	1.012	45.394	45.198	45.221	45.155	45.153	45.334	45.157	39.9	3.9
1113	1.002	45.391	45.198	45.222	45.154	45.156	45.334	45.159	39.9	3.9
1114	1.009	45.392	45.202	45.224	45.154	45.154	45.336	45.162	39.9	3.9
1115	1.009	45.392	45.202	45.226	45.157	45.155	45.337	45.159	39.9	3.9
1116	1.005	45.392	45.199	45.221	45.157	45.154	45.339	45.159	39.9	3.9
1117	0.994	45.393	45.201	45.225	45.154	45.154	45.341	45.16	39.9	3.9
1118	1.009	45.394	45.202	45.225	45.154	45.153	45.343	45.16	39.9	3.9
1119	1.012	45.393	45.202	45.225	45.15	45.154	45.343	45.162	39.9	3.9
1120	1.012	45.393	45.201	45.224	45.15	45.152	45.343	45.162	39.9	3.9
1121	1.023	45.396	45.203	45.222	45.151	45.152	45.345	45.159	39.9	3.9
1122	1.002	45.394	45.201	45.225	45.153	45.151	45.347	45.161	39.9	3.91
1123	0.998	45.395	45.201	45.22	45.153	45.151	45.351	45.161	39.9	3.91
1124	0.994	45.394	45.205	45.22	45.154	45.151	45.351	45.162	39.9	3.91
1125	1.009	45.396	45.204	45.221	45.154	45.152	45.349	45.16	39.9	3.91
1126	0.994	45.396	45.205	45.224	45.153	45.151	45.349	45.161	39.9	3.91
1127	0.994	45.397	45.208	45.225	45.151	45.151	45.35	45.162	39.9	3.91
1128	1.005	45.398	45.207	45.221	45.151	45.149	45.35	45.162	39.9	3.91
1129	0.998	45.395	45.209	45.224	45.149	45.151	45.351	45.161	39.9	3.91
1130	1.012	45.397	45.208	45.223	45.153	45.149	45.35	45.162	39.9	3.91
1131	1.002	45.397	45.208	45.222	45.155	45.152	45.351	45.16	39.9	3.91
1132	1.038	45.397	45.211	45.222	45.155	45.153	45.349	45.162	39.9	3.91
1133	1.009	45.395	45.213	45.222	45.152	45.153	45.351	45.162	39.9	3.91
1134	1.005	45.396	45.212	45.22	45.152	45.154	45.35	45.164	39.9	3.91
1135	1.009	45.394	45.213	45.221	45.152	45.152	45.349	45.162	39.9	3.91
1136	1.02	45.397	45.213	45.224	45.151	45.15	45.35	45.161	39.9	3.91
1137	0.98	45.398	45.214	45.223	45.148	45.154	45.351	45.163	39.9	3.91
1138	1.005	45.398	45.216	45.222	45.151	45.152	45.354	45.163	39.9	3.91
1139	0.998	45.398	45.214	45.223	45.153	45.15	45.352	45.163	39.9	3.91
1140	0.998	45.397	45.216	45.223	45.155	45.153	45.352	45.164	39.9	3.92
1141	0.991	45.396	45.214	45.221	45.155	45.152	45.353	45.165	39.9	3.92
1142	1.009	45.4	45.214	45.223	45.153	45.152	45.351	45.164	39.9	3.92
1143	0.998	45.396	45.217	45.222	45.153	45.154	45.348	45.164	39.9	3.92
1144	0.998	45.398	45.216	45.223	45.151	45.149	45.35	45.164	39.9	3.92
1145	0.991	45.4	45.214	45.222	45.151	45.149	45.35	45.165	39.9	3.92
1146	0.991	45.4	45.214	45.219	45.154	45.152	45.347	45.165	39.9	3.92
1147	1.002	45.4	45.214	45.223	45.154	45.153	45.345	45.167	39.9	3.92
1148	0.991	45.398	45.214	45.222	45.153	45.151	45.346	45.168	39.9	3.92
1149	1.012	45.397	45.216	45.221	45.156	45.15	45.344	45.163	39.9	3.92
1150	0.994	45.399	45.213	45.22	45.153	45.153	45.343	45.168	39.9	3.92
1151	0.994	45.4	45.211	45.222	45.152	45.151	45.34	45.162	39.9	3.92
1152	0.998	45.4	45.211	45.223	45.152	45.151	45.338	45.165	39.9	3.92
1153	0.994	45.401	45.212	45.221	45.154	45.151	45.338	45.165	39.9	3.92
1154	1.02	45.4	45.21	45.223	45.153	45.15	45.337	45.165	39.9	3.92
1155	1.002	45.402	45.211	45.222	45.154	45.15	45.337	45.163	39.9	3.92
1156	0.998	45.4	45.209	45.221	45.153	45.15	45.339	45.162	39.9	3.92
1157	1.02	45.4	45.21	45.219	45.151	45.147	45.339	45.163	39.9	3.92
1158	1.016	45.401	45.209	45.22	45.151	45.151	45.339	45.163	39.9	3.92
1159	0.998	45.402	45.209	45.22	45.153	45.152	45.34	45.164	39.9	3.92
