Time [sec]	Flow [L/min]	Outlet fluid Temp. [°C]	Inlet fluid Temp. [°C]	Cell cathode 1 Temp. [°C]	Cell cathode 2 Temp. [°C]	Cell cathode 3 Temp. [°C]	Cell anode 1 Temp. [°C]	Cell anode 2 Temp. [°C]	I (8 cells pack) [A]	V_cell [V]
5503	1.009	47.897	45.47	45.378	45.355	45.377	47.02	45.755	39.9	3.56
5504	1.016	47.881	45.468	45.378	45.356	45.375	46.992	45.748	39.9	3.56
5505	0.998	47.862	45.467	45.376	45.358	45.375	47.006	45.745	39.9	3.56
5506	0.994	47.856	45.471	45.377	45.355	45.375	47.006	45.743	39.9	3.56
5507	1.009	47.839	45.472	45.379	45.356	45.371	46.98	45.739	39.9	3.56
5508	0.998	47.821	45.471	45.381	45.352	45.37	46.946	45.734	39.9	3.56
5509	0.994	47.806	45.469	45.381	45.351	45.366	46.909	45.728	39.9	3.56
5510	1.016	47.789	45.473	45.381	45.353	45.37	46.914	45.724	39.9	3.56
5511	0.998	47.772	45.475	45.381	45.357	45.374	46.906	45.725	39.9	3.56
5512	1.012	47.764	45.474	45.38	45.357	45.372	46.898	45.721	39.9	3.56
5513	0.994	47.749	45.472	45.38	45.353	45.369	46.885	45.717	39.9	3.56
5514	0.991	47.735	45.475	45.381	45.357	45.369	46.88	45.712	39.9	3.56
5515	1.02	47.719	45.478	45.385	45.36	45.375	46.877	45.708	39.9	3.56
5516	1.002	47.703	45.477	45.384	45.357	45.372	46.871	45.707	39.9	3.56
5517	0.991	47.699	45.477	45.385	45.355	45.37	46.857	45.702	39.9	3.56
5518	0.991	47.681	45.476	45.384	45.355	45.373	46.806	45.7	39.9	3.56
5519	1.016	47.664	45.477	45.386	45.355	45.38	46.768	45.695	39.9	3.56
5520	0.998	47.658	45.479	45.385	45.362	45.377	46.756	45.693	39.9	3.57
5521	0.984	47.643	45.479	45.386	45.363	45.376	46.743	45.694	39.9	3.57
5522	1.009	47.628	45.483	45.386	45.362	45.379	46.733	45.686	39.9	3.57
5523	1.002	47.613	45.48	45.387	45.363	45.377	46.73	45.681	39.9	3.57
5524	0.998	47.6	45.482	45.388	45.373	45.382	46.722	45.679	39.9	3.57
5525	1.012	47.585	45.482	45.391	45.368	45.373	46.722	45.675	39.9	3.57
5526	0.976	47.577	45.483	45.388	45.369	45.369	46.73	45.675	39.9	3.57
5527	0.998	47.561	45.483	45.388	45.37	45.376	46.734	45.67	39.9	3.57
5528	0.998	47.547	45.489	45.393	45.368	45.372	46.738	45.669	39.9	3.57
5529	0.991	47.531	45.488	45.395	45.368	45.38	46.721	45.665	39.9	3.57
5530	1.002	47.513	45.488	45.393	45.366	45.377	46.699	45.659	39.9	3.57
5531	0.991	47.508	45.489	45.393	45.362	45.377	46.687	45.658	39.9	3.57
5532	0.991	47.492	45.49	45.393	45.36	45.371	46.674	45.654	39.9	3.57
5533	0.998	47.481	45.49	45.393	45.363	45.371	46.663	45.653	39.9	3.57
5534	1.012	47.463	45.491	45.394	45.362	45.372	46.65	45.649	39.9	3.58
5535	1.005	47.459	45.491	45.398	45.36	45.368	46.646	45.647	39.9	3.58
5536	1.002	47.443	45.492	45.395	45.365	45.368	46.642	45.645	39.9	3.58
5537	0.991	47.428	45.493	45.399	45.366	45.374	46.624	45.643	39.9	3.58
5538	0.998	47.418	45.494	45.398	45.368	45.375	46.631	45.635	39.9	3.58
5539	1.005	47.407	45.494	45.398	45.366	45.373	46.625	45.635	39.9	3.58
5540	0.994	47.393	45.493	45.398	45.364	45.369	46.608	45.632	39.9	3.58
5541	0.998	47.377	45.493	45.399	45.369	45.38	46.598	45.629	39.9	3.58
5542	0.987	47.367	45.491	45.396	45.367	45.386	46.583	45.627	39.9	3.58
5543	1.02	47.349	45.49	45.4	45.366	45.385	46.571	45.623	39.9	3.58
5544	0.998	47.343	45.492	45.403	45.365	45.379	46.574	45.625	39.9	3.58
5545	0.994	47.329	45.489	45.4	45.367	45.375	46.568	45.619	39.9	3.58
5546	1.009	47.314	45.491	45.406	45.369	45.378	46.533	45.615	39.9	3.58
5547	0.969	47.303	45.491	45.403	45.369	45.376	46.521	45.614	39.9	3.58
5548	0.998	47.297	45.491	45.405	45.368	45.374	46.51	45.614	39.9	3.58
5549	0.998	47.282	45.491	45.406	45.367	45.374	46.491	45.612	39.9	3.59
5550	1.002	47.267	45.49	45.407	45.368	45.374	46.486	45.608	39.9	3.59
5551	1.002	47.255	45.487	45.406	45.365	45.376	46.476	45.603	39.9	3.59
5552	0.984	47.242	45.487	45.408	45.363	45.377	46.458	45.603	39.9	3.59
5553	1.005	47.234	45.489	45.407	45.363	45.375	46.449	45.602	39.9	3.59
5554	1.005	47.219	45.486	45.408	45.364	45.374	46.442	45.599	39.9	3.59
5555	0.998	47.208	45.487	45.41	45.367	45.375	46.424	45.596	39.9	3.59
5556	1.002	47.197	45.489	45.408	45.368	45.371	46.389	45.596	39.9	3.59
5557	1.009	47.183	45.487	45.41	45.368	45.369	46.382	45.591	39.9	3.59
5558	1.009	47.179	45.488	45.409	45.366	45.372	46.381	45.592	39.9	3.59
5559	1.005	47.168	45.484	45.41	45.367	45.374	46.358	45.585	39.9	3.59
5560	0.987	47.156	45.481	45.411	45.369	45.37	46.34	45.586	39.9	3.59
5561	1.002	47.142	45.484	45.41	45.369	45.376	46.335	45.584	39.9	3.59
5562	0.998	47.14	45.483	45.413	45.369	45.374	46.334	45.584	39.9	3.59
5563	1.005	47.125	45.48	45.414	45.372	45.381	46.341	45.579	39.9	3.59
5564	1.002	47.114	45.485	45.413	45.378	45.38	46.345	45.577	39.9	3.6
5565	1.027	47.1	45.481	45.415	45.373	45.379	46.337	45.574	39.9	3.6
5566	1.002	47.086	45.481	45.416	45.374	45.373	46.328	45.572	39.9	3.6
5567	0.998	47.081	45.48	45.413	45.373	45.374	46.326	45.574	39.9	3.6
5568	1.005	47.071	45.478	45.415	45.376	45.376	46.322	45.568	39.9	3.6
5569	0.994	47.058	45.477	45.414	45.376	45.375	46.321	45.567	39.9	3.6
5570	0.998	47.047	45.478	45.417	45.377	45.38	46.312	45.565	39.9	3.6
5571	1.023	47.037	45.475	45.42	45.376	45.377	46.306	45.562	39.9	3.6
5572	1.009	47.022	45.474	45.42	45.375	45.374	46.313	45.562	39.9	3.6
5573	1.005	47.017	45.476	45.419	45.378	45.378	46.314	45.557	39.9	3.6
5574	0.998	47.006	45.474	45.42	45.373	45.377	46.309	45.558	39.9	3.6
5575	1.02	46.995	45.473	45.421	45.375	45.378	46.298	45.555	39.9	3.6
5576	0.984	46.99	45.473	45.422	45.374	45.382	46.297	45.553	39.9	3.6
5577	0.987	46.979	45.472	45.423	45.373	45.375	46.296	45.551	39.9	3.6
5578	0.994	46.968	45.47	45.42	45.376	45.381	46.295	45.545	39.9	3.6
5579	1.005	46.954	45.47	45.423	45.379	45.379	46.288	45.541	39.9	3.6
5580	1.002	46.943	45.469	45.423	45.382	45.378	46.283	45.539	39.9	3.6
5581	0.991	46.931	45.469	45.424	45.387	45.377	46.271	45.532	39.9	3.6
5582	0.987	46.924	45.469	45.425	45.388	45.378	46.269	45.531	39.9	3.6
5583	1.012	46.914	45.47	45.424	45.382	45.382	46.256	45.528	39.9	3.6
5584	1.002	46.906	45.468	45.426	45.385	45.379	46.247	45.528	39.9	3.61
5585	1.012	46.895	45.466	45.427	45.382	45.376	46.234	45.522	39.9	3.61
5586	0.998	46.893	45.464	45.425	45.383	45.377	46.229	45.521	39.9	3.61
5587	0.991	46.881	45.466	45.426	45.378	45.38	46.215	45.523	39.9	3.61
5588	0.984	46.871	45.465	45.427	45.376	45.379	46.2	45.518	39.9	3.61
5589	1.012	46.862	45.463	45.428	45.378	45.381	46.188	45.516	39.9	3.61
5590	0.998	46.852	45.465	45.429	45.381	45.382	46.183	45.515	39.9	3.61
5591	1.002	46.844	45.461	45.431	45.381	45.384	46.18	45.505	39.9	3.61
5592	0.994	46.834	45.459	45.431	45.387	45.384	46.179	45.5	39.9	3.61
5593	0.994	46.823	45.459	45.431	45.385	45.378	46.183	45.494	39.9	3.61
5594	1.002	46.815	45.46	45.431	45.382	45.385	46.186	45.489	39.9	3.61
5595	1.002	46.81	45.459	45.431	45.382	45.381	46.184	45.488	39.9	3.61
5596	1.002	46.8	45.456	45.431	45.389	45.386	46.186	45.485	39.9	3.61
5597	0.994	46.789	45.457	45.429	45.389	45.389	46.178	45.48	39.9	3.61
5598	0.998	46.779	45.457	45.433	45.386	45.386	46.176	45.474	39.9	3.61
5599	0.987	46.773	45.456	45.433	45.384	45.384	46.174	45.468	39.9	3.62
5600	1.016	46.769	45.454	45.435	45.386	45.383	46.166	45.468	39.9	3.62
5601	1.009	46.759	45.456	45.433	45.39	45.386	46.146	45.462	39.9	3.62
5602	1.002	46.75	45.456	45.436	45.386	45.386	46.137	45.46	39.9	3.62
5603	0.998	46.739	45.452	45.434	45.384	45.382	46.132	45.454	39.9	3.62
5604	1.012	46.733	45.454	45.436	45.388	45.384	46.13	45.454	39.9	3.62
5605	0.969	46.724	45.453	45.437	45.391	45.385	46.124	45.449	39.9	3.62
5606	0.987	46.717	45.451	45.435	45.39	45.385	46.13	45.448	39.9	3.62
5607	0.991	46.706	45.449	45.439	45.388	45.383	46.126	45.446	39.9	3.62
5608	0.987	46.7	45.448	45.435	45.387	45.383	46.13	45.442	39.9	3.62
5609	0.994	46.696	45.447	45.436	45.388	45.384	46.128	45.441	39.9	3.62
5610	0.987	46.687	45.447	45.439	45.391	45.388	46.12	45.438	39.9	3.62
5611	0.994	46.68	45.449	45.438	45.391	45.386	46.117	45.435	39.9	3.62
5612	1.012	46.672	45.447	45.438	45.392	45.388	46.115	45.432	39.9	3.62
5613	0.987	46.663	45.448	45.441	45.391	45.386	46.11	45.428	39.9	3.62
5614	1.002	46.66	45.447	45.44	45.39	45.385	46.109	45.431	39.9	3.62
5615	1.005	46.65	45.449	45.442	45.391	45.387	46.106	45.426	39.9	3.62
5616	1.005	46.644	45.445	45.441	45.392	45.386	46.104	45.427	39.9	3.63
5617	0.991	46.633	45.449	45.441	45.392	45.383	46.097	45.424	39.9	3.63
5618	1.012	46.627	45.447	45.441	45.392	45.387	46.084	45.425	39.9	3.63
5619	0.991	46.624	45.449	45.441	45.394	45.383	46.082	45.426	39.9	3.63
5620	0.998	46.616	45.447	45.44	45.391	45.38	46.077	45.425	39.9	3.63
5621	0.984	46.606	45.446	45.445	45.39	45.385	46.076	45.425	39.9	3.63
5622	1.002	46.599	45.445	45.443	45.395	45.385	46.085	45.425	39.9	3.63
5623	0.998	46.595	45.447	45.443	45.394	45.386	46.08	45.424	39.9	3.63
5624	0.998	46.588	45.446	45.444	45.393	45.385	46.071	45.424	39.9	3.63
5625	1.005	46.58	45.443	45.445	45.393	45.388	46.061	45.424	39.9	3.63
5626	0.994	46.573	45.442	45.444	45.395	45.392	46.044	45.422	39.9	3.63
5627	0.994	46.562	45.444	45.446	45.392	45.388	46.031	45.425	39.9	3.63
5628	1.012	46.559	45.439	45.447	45.391	45.387	46.022	45.425	39.9	3.63
5629	1.012	46.55	45.44	45.45	45.396	45.388	46.016	45.422	39.9	3.63
5630	0.987	46.543	45.441	45.447	45.399	45.384	46.012	45.421	39.9	3.63
5631	0.984	46.536	45.436	45.45	45.397	45.387	46.009	45.42	39.9	3.63
5632	1.005	46.532	45.434	45.447	45.395	45.386	46.007	45.422	39.9	3.63
5633	0.984	46.524	45.434	45.45	45.394	45.389	45.998	45.421	39.9	3.63
5634	0.987	46.518	45.435	45.448	45.394	45.388	45.981	45.419	39.9	3.63
5635	0.987	46.511	45.432	45.449	45.395	45.387	45.961	45.417	39.9	3.63
5636	0.994	46.502	45.43	45.449	45.393	45.389	45.952	45.419	39.9	3.63
5637	0.976	46.502	45.429	45.451	45.392	45.388	45.95	45.418	39.9	3.63
5638	0.987	46.492	45.431	45.449	45.396	45.39	45.947	45.412	39.9	3.63
5639	1.009	46.488	45.43	45.449	45.392	45.39	45.951	45.413	39.9	3.64
5640	0.991	46.482	45.428	45.451	45.395	45.391	45.952	45.413	39.9	3.64
5641	0.984	46.476	45.425	45.447	45.397	45.388	45.949	45.41	39.9	3.64
5642	0.998	46.472	45.425	45.449	45.399	45.389	45.951	45.411	39.9	3.64
5643	0.998	46.463	45.423	45.449	45.402	45.392	45.942	45.41	39.9	3.64
5644	0.991	46.459	45.42	45.45	45.404	45.396	45.943	45.408	39.9	3.64
5645	0.998	46.452	45.422	45.449	45.403	45.392	45.945	45.407	39.9	3.64
5646	0.994	46.45	45.417	45.45	45.4	45.391	45.946	45.409	39.9	3.64
5647	0.98	46.439	45.417	45.449	45.399	45.389	45.945	45.409	39.9	3.64
5648	0.987	46.436	45.412	45.449	45.401	45.39	45.936	45.407	39.9	3.64
5649	1.005	46.427	45.412	45.451	45.397	45.39	45.933	45.409	39.9	3.64
5650	1.002	46.422	45.412	45.45	45.4	45.392	45.935	45.409	39.9	3.64
5651	1.012	46.416	45.411	45.449	45.397	45.389	45.935	45.41	39.9	3.64
5652	0.994	46.407	45.407	45.452	45.395	45.391	45.928	45.41	39.9	3.64
5653	1.016	46.402	45.407	45.453	45.398	45.388	45.922	45.41	39.9	3.64
5654	0.987	46.395	45.404	45.452	45.396	45.388	45.916	45.409	39.9	3.65
5655	1.005	46.39	45.404	45.452	45.395	45.386	45.908	45.407	39.9	3.65
5656	0.987	46.387	45.402	45.453	45.395	45.389	45.907	45.408	39.9	3.65
5657	1.005	46.38	45.4	45.453	45.394	45.389	45.901	45.407	39.9	3.65
5658	1.009	46.377	45.401	45.455	45.393	45.387	45.895	45.41	39.9	3.65
5659	1.023	46.371	45.4	45.452	45.394	45.388	45.896	45.408	39.9	3.65
5660	0.994	46.368	45.399	45.453	45.396	45.387	45.895	45.411	39.9	3.65
5661	1.034	46.362	45.4	45.45	45.393	45.388	45.886	45.41	39.9	3.65
5662	0.998	46.355	45.398	45.453	45.399	45.392	45.882	45.406	39.9	3.65
5663	1.005	46.35	45.399	45.454	45.399	45.386	45.886	45.408	39.9	3.65
5664	1.005	46.341	45.396	45.452	45.4	45.388	45.883	45.405	39.9	3.65
5665	1.012	46.337	45.396	45.455	45.397	45.387	45.879	45.41	39.9	3.65
5666	1.016	46.336	45.391	45.454	45.396	45.39	45.881	45.405	39.9	3.65
5667	1.009	46.329	45.391	45.453	45.403	45.388	45.869	45.408	39.9	3.65
5668	1.012	46.324	45.393	45.451	45.398	45.388	45.858	45.405	39.9	3.65
5669	0.998	46.321	45.388	45.452	45.403	45.389	45.844	45.408	39.9	3.65
5670	0.998	46.317	45.39	45.45	45.404	45.391	45.84	45.407	39.9	3.65
5671	1.009	46.311	45.39	45.45	45.402	45.391	45.83	45.407	39.9	3.65
5672	0.991	46.305	45.387	45.454	45.399	45.385	45.825	45.406	39.9	3.66
5673	1.005	46.299	45.386	45.451	45.394	45.391	45.825	45.408	39.9	3.66
5674	0.998	46.293	45.384	45.453	45.395	45.39	45.83	45.408	39.9	3.66
5675	1.005	46.291	45.381	45.452	45.395	45.389	45.832	45.41	39.9	3.66
5676	1.002	46.287	45.383	45.452	45.391	45.387	45.834	45.41	39.9	3.66
5677	0.998	46.279	45.378	45.451	45.397	45.388	45.835	45.406	39.9	3.66
5678	0.998	46.275	45.378	45.452	45.396	45.39	45.833	45.408	39.9	3.66
5679	0.998	46.269	45.379	45.45	45.398	45.388	45.828	45.408	39.9	3.66
5680	0.994	46.265	45.376	45.452	45.398	45.387	45.822	45.409	39.9	3.66
5681	1.016	46.263	45.38	45.452	45.395	45.385	45.818	45.409	39.9	3.66
5682	1.012	46.257	45.375	45.452	45.396	45.385	45.815	45.41	39.9	3.66
5683	1.002	46.251	45.372	45.455	45.396	45.384	45.813	45.411	39.9	3.66
5684	1.005	46.25	45.371	45.45	45.395	45.381	45.813	45.41	39.9	3.66
5685	0.998	46.241	45.37	45.451	45.393	45.381	45.818	45.408	39.9	3.66
5686	1.012	46.237	45.373	45.451	45.391	45.381	45.816	45.41	39.9	3.66
5687	1.002	46.233	45.37	45.449	45.39	45.379	45.817	45.41	39.9	3.66
5688	0.998	46.231	45.373	45.45	45.391	45.38	45.815	45.409	39.9	3.66
5689	1.005	46.225	45.369	45.452	45.388	45.381	45.81	45.41	39.9	3.67
5690	0.984	46.222	45.371	45.45	45.388	45.38	45.806	45.409	39.9	3.67
5691	1.009	46.218	45.368	45.449	45.388	45.379	45.802	45.406	39.9	3.67
5692	0.994	46.212	45.367	45.45	45.387	45.379	45.798	45.407	39.9	3.67
5693	1.016	46.208	45.37	45.452	45.386	45.381	45.797	45.408	39.9	3.67
5694	0.991	46.204	45.365	45.449	45.385	45.379	45.8	45.407	39.9	3.67
5695	1.016	46.198	45.364	45.448	45.382	45.376	45.8	45.406	39.9	3.67
5696	1.02	46.192	45.365	45.448	45.382	45.379	45.797	45.411	39.9	3.67
5697	1.005	46.188	45.361	45.449	45.382	45.379	45.797	45.409	39.9	3.67
5698	0.998	46.186	45.363	45.447	45.382	45.378	45.8	45.406	39.9	3.67
5699	0.994	46.18	45.365	45.447	45.385	45.376	45.799	45.407	39.9	3.67
5700	1.009	46.177	45.361	45.445	45.379	45.376	45.796	45.407	39.9	3.67
5701	1.009	46.171	45.363	45.448	45.382	45.374	45.797	45.408	39.9	3.67
5702	1.005	46.17	45.362	45.446	45.384	45.374	45.793	45.405	39.9	3.67
5703	0.998	46.162	45.362	45.446	45.382	45.374	45.79	45.407	39.9	3.67
5704	0.994	46.16	45.36	45.443	45.385	45.375	45.788	45.408	39.9	3.67
5705	0.991	46.156	45.36	45.444	45.383	45.375	45.785	45.411	39.9	3.67
5706	0.998	46.152	45.359	45.446	45.382	45.372	45.781	45.41	39.9	3.67
5707	0.984	46.151	45.358	45.446	45.384	45.375	45.775	45.408	39.9	3.67
5708	0.998	46.145	45.358	45.444	45.382	45.373	45.776	45.411	39.9	3.67
5709	1.005	46.142	45.354	45.444	45.379	45.371	45.77	45.407	39.9	3.67
5710	1.002	46.137	45.355	45.443	45.382	45.373	45.768	45.407	39.9	3.67
5711	1.009	46.132	45.354	45.443	45.384	45.372	45.772	45.409	39.9	3.67
5712	0.994	46.131	45.356	45.443	45.383	45.375	45.765	45.41	39.9	3.68
5713	0.976	46.131	45.35	45.441	45.382	45.372	45.762	45.41	39.9	3.68
5714	1.016	46.126	45.352	45.441	45.378	45.37	45.757	45.408	39.9	3.68
5715	0.994	46.12	45.352	45.44	45.382	45.368	45.753	45.41	39.9	3.68
5716	0.984	46.118	45.351	45.443	45.378	45.367	45.747	45.41	39.9	3.68
5717	1.009	46.116	45.348	45.441	45.38	45.367	45.741	45.407	39.9	3.68
5718	0.998	46.111	45.349	45.439	45.381	45.369	45.737	45.408	39.9	3.68
5719	0.994	46.106	45.346	45.44	45.378	45.37	45.741	45.407	39.9	3.68
5720	1.002	46.1	45.348	45.439	45.378	45.37	45.744	45.407	39.9	3.68
5721	1.002	46.099	45.348	45.443	45.377	45.37	45.744	45.412	39.9	3.68
5722	0.998	46.096	45.347	45.44	45.376	45.366	45.743	45.408	39.9	3.68
5723	0.991	46.092	45.347	45.44	45.376	45.367	45.739	45.407	39.9	3.68
5724	1.016	46.091	45.345	45.439	45.374	45.366	45.735	45.409	39.9	3.68
5725	1.009	46.087	45.344	45.438	45.374	45.363	45.73	45.408	39.9	3.68
5726	1.002	46.084	45.344	45.439	45.374	45.364	45.728	45.407	39.9	3.68
5727	1.005	46.08	45.343	45.437	45.371	45.366	45.722	45.409	39.9	3.68
5728	0.991	46.077	45.344	45.437	45.371	45.365	45.715	45.41	39.9	3.69
5729	0.987	46.072	45.341	45.435	45.372	45.364	45.707	45.41	39.9	3.69
5730	1.009	46.068	45.344	45.436	45.371	45.362	45.702	45.408	39.9	3.69
5731	0.998	46.067	45.343	45.437	45.371	45.362	45.7	45.409	39.9	3.69
5732	0.998	46.064	45.34	45.433	45.374	45.36	45.697	45.409	39.9	3.69
5733	1.002	46.059	45.34	45.436	45.371	45.357	45.698	45.41	39.9	3.69
5734	1.002	46.057	45.34	45.436	45.371	45.358	45.699	45.409	39.9	3.69
5735	1.009	46.058	45.341	45.433	45.37	45.357	45.697	45.41	39.9	3.69
5736	0.994	46.052	45.338	45.433	45.369	45.361	45.691	45.411	39.9	3.69
5737	1.02	46.048	45.337	45.433	45.371	45.358	45.674	45.411	39.9	3.69
5738	1.009	46.043	45.336	45.431	45.371	45.357	45.67	45.408	39.9	3.69
5739	0.998	46.042	45.336	45.432	45.368	45.356	45.663	45.413	39.9	3.69
5740	1.016	46.043	45.335	45.434	45.367	45.357	45.662	45.412	39.9	3.69
5741	0.994	46.039	45.335	45.431	45.365	45.357	45.664	45.411	39.9	3.69
5742	1.002	46.035	45.331	45.431	45.364	45.356	45.667	45.413	39.9	3.69
5743	0.994	46.027	45.331	45.429	45.363	45.358	45.671	45.411	39.9	3.69
5744	1.002	46.027	45.327	45.429	45.363	45.355	45.672	45.411	39.9	3.69
5745	1.016	46.027	45.327	45.43	45.366	45.352	45.675	45.413	39.9	3.69
5746	0.998	46.022	45.326	45.427	45.364	45.358	45.681	45.411	39.9	3.7
5747	1.005	46.018	45.324	45.425	45.362	45.355	45.684	45.411	39.9	3.7
5748	1.005	46.015	45.322	45.425	45.362	45.354	45.687	45.407	39.9	3.7
5749	1.002	46.012	45.319	45.425	45.363	45.355	45.686	45.407	39.9	3.7
5750	1.027	46.012	45.317	45.423	45.368	45.357	45.687	45.407	39.9	3.7
5751	1.009	46.007	45.315	45.423	45.366	45.357	45.686	45.41	39.9	3.7
5752	1.009	46.005	45.315	45.422	45.362	45.354	45.689	45.409	39.9	3.7
5753	0.984	46.002	45.313	45.422	45.364	45.353	45.688	45.409	39.9	3.7
5754	0.994	46	45.311	45.423	45.362	45.349	45.693	45.409	39.9	3.7
5755	0.998	45.995	45.311	45.421	45.364	45.35	45.693	45.408	39.9	3.7
5756	0.987	45.994	45.307	45.421	45.36	45.348	45.692	45.407	39.9	3.7
5757	1.002	45.993	45.306	45.42	45.358	45.346	45.693	45.407	39.9	3.7
5758	1.002	45.986	45.302	45.421	45.358	45.346	45.691	45.407	39.9	3.7
5759	0.994	45.987	45.301	45.422	45.36	45.343	45.686	45.406	39.9	3.7
5760	1.016	45.983	45.299	45.42	45.356	45.342	45.687	45.405	39.9	3.7
5761	1.016	45.981	45.299	45.417	45.357	45.343	45.685	45.405	39.9	3.7
5762	0.991	45.977	45.298	45.419	45.353	45.341	45.681	45.406	39.9	3.7
5763	1.012	45.974	45.293	45.418	45.353	45.342	45.674	45.404	39.9	3.7
5764	1.02	45.972	45.295	45.42	45.351	45.341	45.668	45.408	39.9	3.7
5765	1.009	45.972	45.294	45.417	45.352	45.34	45.662	45.406	39.9	3.7
5766	1.005	45.97	45.29	45.415	45.351	45.341	45.658	45.405	39.9	3.7
5767	0.987	45.965	45.29	45.417	45.353	45.339	45.661	45.404	39.9	3.7
5768	1.009	45.965	45.291	45.415	45.35	45.339	45.664	45.403	39.9	3.7
5769	0.998	45.961	45.289	45.415	45.351	45.338	45.663	45.405	39.9	3.7
5770	1.002	45.96	45.286	45.414	45.35	45.336	45.662	45.402	39.9	3.7
5771	1.016	45.956	45.288	45.412	45.35	45.335	45.663	45.404	39.9	3.7
5772	0.998	45.953	45.286	45.414	45.349	45.338	45.665	45.404	39.9	3.7
5773	0.991	45.948	45.284	45.412	45.347	45.334	45.666	45.404	39.9	3.71
5774	0.998	45.948	45.284	45.41	45.347	45.334	45.666	45.4	39.9	3.71
5775	1.002	45.942	45.282	45.412	45.345	45.332	45.666	45.404	39.9	3.71
5776	1.012	45.943	45.284	45.41	45.344	45.332	45.661	45.404	39.9	3.71
5777	1.009	45.943	45.283	45.407	45.347	45.331	45.66	45.404	39.9	3.71
5778	1.002	45.94	45.283	45.409	45.346	45.332	45.66	45.403	39.9	3.71
5779	0.991	45.936	45.28	45.407	45.345	45.331	45.661	45.4	39.9	3.71
5780	0.987	45.934	45.281	45.407	45.34	45.329	45.663	45.401	39.9	3.71
5781	1.005	45.931	45.28	45.405	45.34	45.33	45.659	45.402	39.9	3.71
5782	0.998	45.931	45.28	45.406	45.338	45.327	45.659	45.398	39.9	3.71
5783	1.002	45.926	45.279	45.403	45.341	45.329	45.662	45.399	39.9	3.71
5784	1.012	45.926	45.276	45.402	45.342	45.327	45.662	45.399	39.9	3.71
5785	0.984	45.921	45.279	45.4	45.339	45.325	45.661	45.4	39.9	3.71
5786	1.02	45.921	45.277	45.402	45.339	45.327	45.659	45.401	39.9	3.71
5787	0.998	45.919	45.277	45.403	45.337	45.327	45.652	45.401	39.9	3.71
5788	0.991	45.916	45.276	45.403	45.337	45.324	45.652	45.402	39.9	3.71
5789	1.009	45.913	45.277	45.401	45.333	45.322	45.649	45.401	39.9	3.71
5790	1.016	45.912	45.276	45.399	45.334	45.325	45.651	45.4	39.9	3.71
5791	1.005	45.908	45.274	45.398	45.334	45.322	45.648	45.404	39.9	3.71
5792	1.005	45.906	45.275	45.4	45.334	45.322	45.649	45.402	39.9	3.71
5793	1.012	45.902	45.273	45.399	45.331	45.322	45.648	45.399	39.9	3.72
5794	0.998	45.904	45.275	45.398	45.333	45.321	45.649	45.401	39.9	3.72
5795	1.009	45.899	45.275	45.395	45.329	45.319	45.649	45.403	39.9	3.72
5796	1.012	45.895	45.274	45.396	45.33	45.318	45.649	45.402	39.9	3.72
5797	1.009	45.897	45.273	45.398	45.328	45.316	45.65	45.402	39.9	3.72
5798	1.005	45.895	45.272	45.396	45.328	45.313	45.653	45.401	39.9	3.72
5799	1.009	45.89	45.27	45.392	45.324	45.314	45.648	45.401	39.9	3.72
5800	1.002	45.889	45.273	45.396	45.327	45.315	45.648	45.4	39.9	3.72
5801	0.998	45.889	45.268	45.393	45.324	45.315	45.649	45.403	39.9	3.72
5802	1.009	45.887	45.271	45.39	45.325	45.312	45.646	45.404	39.9	3.72
5803	1.009	45.886	45.267	45.392	45.326	45.312	45.646	45.4	39.9	3.72
5804	1.002	45.883	45.267	45.39	45.325	45.312	45.647	45.4	39.9	3.72
5805	0.984	45.882	45.267	45.391	45.325	45.309	45.645	45.399	39.9	3.72
5806	0.991	45.88	45.266	45.388	45.324	45.31	45.641	45.399	39.9	3.72
5807	1.002	45.875	45.266	45.39	45.322	45.309	45.64	45.399	39.9	3.72
5808	0.998	45.873	45.261	45.388	45.32	45.308	45.641	45.4	39.9	3.72
5809	0.991	45.872	45.262	45.387	45.319	45.306	45.64	45.399	39.9	3.72
5810	0.994	45.87	45.263	45.385	45.316	45.306	45.64	45.398	39.9	3.72
5811	1.009	45.867	45.262	45.385	45.319	45.308	45.642	45.399	39.9	3.72
5812	0.994	45.866	45.265	45.385	45.315	45.307	45.64	45.398	39.9	3.73
5813	0.987	45.865	45.265	45.384	45.311	45.303	45.643	45.402	39.9	3.73
5814	0.991	45.863	45.262	45.383	45.313	45.305	45.643	45.4	39.9	3.73
5815	0.987	45.86	45.263	45.382	45.312	45.304	45.642	45.401	39.9	3.73
5816	0.973	45.859	45.263	45.382	45.314	45.302	45.639	45.402	39.9	3.73
5817	0.98	45.852	45.264	45.38	45.314	45.302	45.637	45.4	39.9	3.73
5818	0.98	45.856	45.26	45.38	45.312	45.303	45.634	45.401	39.9	3.73
5819	0.969	45.851	45.258	45.38	45.314	45.305	45.634	45.404	39.9	3.73
5820	0.991	45.852	45.261	45.378	45.311	45.3	45.633	45.401	39.9	3.73
5821	0.973	45.847	45.26	45.378	45.311	45.299	45.634	45.403	39.9	3.73
5822	0.976	45.845	45.259	45.376	45.309	45.298	45.631	45.4	39.9	3.73
5823	0.98	45.846	45.258	45.377	45.308	45.294	45.63	45.4	39.9	3.73
